Anaa Airport,AAA
Teniente Benjamin Matienzo Airport,TUC
Tambacounda Airport,TUD
Tupile Airport,TUE
Tours-Val-de-Loire Airport,TUF
Tuguegarao Airport,TUG
Arnold Air Force Base,TUH
Turaif Domestic Airport,TUI
Tum Airport,TUJ
Turbat International Airport,TUK
Tulsa International Airport,TUL
Tumut Airport,TUM
Tunis Carthage International Airport,TUN
Taupo Airport,TUO
Tupelo Regional Airport,TUP
Tougan Airport,TUQ
TucuruÃ­ Airport,TUR
Tucson International Airport / Morris Air National Guard Base,TUS
Tauta Airport,TUT
Tabuk Airport,TUU
Tucupita Airport,TUV
Tumbler Ridge Airport,TUX
Tulum Naval Air Station,TUY
TucumÃ£ Airport,TUZ
Morafenobe Airport,TVA
Cherry Capital Airport,TVC
Thief River Falls Regional Airport,TVF
Thomasville Regional Airport,TVI
Lake Tahoe Airport,TVL
Tangshan SannÃ¼he Airport,TVS
Matei Airport,TVU
Dawei Airport,TVY
Twin Hills Airport,TWA
Toowoomba Airport,TWB
Jefferson County International Airport,TWD
Taylor Airport,TWE
Joslin Field Magic Valley Regional Airport,TWF
Two Harbors Amphibious Terminal,TWH
Torwood Airport,TWP
Sanga Sanga Airport,TWT
Tawau Airport,TWU
Tawa Airport,TWY
Pukaki Airport,TWZ
Rembele Airport,TXE
9 de Maio - Teixeira de Freitas Airport,TXF
Taichung Airport,TXG
Texarkana Regional Webb Field,TXK
Berlin-Tegel Airport,TXL
Teminabuan Airport,TXM
Tunxi International Airport,TXN
Tanbar Airport,TXR
Tabou Airport,TXU
Klokovo Airfield,TYA
Tibooburra Airport,TYB
Tynda Airport,TYD
Tyonek Airport,TYE
Torsby Airport,TYF
Thylungra Airport,TYG
Capitan Montes Airport,TYL
Staniel Cay Airport,TYM
Taiyuan Wusu Airport,TYN
Tobermorey Airport,TYP
Tyler Pounds Regional Airport,TYR
McGhee Tyson Airport,TYS
Treinta y Tres Airport,TYT
Taylor Airport,TYZ
Belize City Municipal Airport,TZA
Tuscola Area Airport,TZC
Tuzla International Airport,TZL
Cupul Airport,TZM
Congo Town Airport,TZN
Tsimiroro Airport,TZO
TaszÃ¡r Air Base,TZR
Trabzon International Airport,TZX
Ä°ncirlik Air Base,UAB
San Luis RÃ­o Colorado Airport,UAC
Mount Aue Airport,UAE
Ua Huka Airport,UAH
Suai Airport,UAI
Narsarsuaq Airport,UAK
Luau Airport,UAL
Andersen Air Force Base,UAM
Ua Pou Airport,UAP
Domingo Faustino Sarmiento Airport,UAQ
Bouarfa Airport,UAR
Buffalo Spring,UAS
Uaxactun Airport,UAX
MÃ¡rio de Almeida Franco Airport,UBA
Mabuiag Island Airport,UBB
Buin Airport,UBI
Yamaguchi Ube Airport,UBJ
Ulaanbaatar International Airport,UBN
Ubon Ratchathani Airport,UBP
Ubrub Airport,UBR
Columbus Lowndes County Airport,UBS
Ubatuba Airport,UBT
Kalumburu Airport,UBU
Ulanqab Jining Airport,UCB
Yucca Airstrip,UCC
Eunice Airport,UCE
Lutsk Airport,UCK
Buchanan Airport,UCN
Ukhta Airport,UCT
Everett-Stewart Regional Airport,UCY
Uchiza Airport,UCZ
Undara Airport,UDA
Bermuda Dunes Airport,UDD
Ten. Cel. Aviador CÃ©sar Bombonato Airport,UDI
Uzhhorod International Airport,UDJ
Udine-Campoformido Air Base,UDN
Maharana Pratap Airport,UDR
Queenstown Airport,UEE
Quelimane Airport,UEL
Urengoy Airport,UEN
Kumejima Airport,UEO
Waukesha County Airport,UES
Quetta International Airport,UET
Ufa International Airport,UFA
Bulgan Airport,UGA
Ugashik Bay Airport,UGB
Urgench Airport,UGC
San Juan /Uganik/ Seaplane Base,UGI
Waukegan National Airport,UGN
Uige Airport,UGO
Ugashik Airport,UGS
Bulagtai Resort Airport,UGT
Bilogai-Sugapa Airport,UGU
Kunovice Airport,UHE
RAF Upper Heyford,UHF
El CaraÃ±o Airport,UIB
Phu Cat Airport,UIH
Utila Airport,UII
Ust-Ilimsk Airport,UIK
Quillayute Airport,UIL
Quincy Regional Baldwin Field,UIN
Mariscal Sucre International Airport,UIO
Quimper-Cornouaille Airport,UIP
Quion Hill Airport,UIQ
Quirindi Airport,UIR
Jaluit Airport,UIT
Berz-Macomb Airport,UIZ
Ujae Atoll Airport,UJE
Uljin Airport,UJN
Ukunda Airstrip,UKA
Kobe Airport,UKB
Ust-Kuyga Airport,UKG
Mukhaizna Airport,UKH
Ukiah Municipal Airport,UKI
Ust-Kamennogorsk Airport,UKK
Waukon Municipal Airport,UKN
Mukeiras Airport,UKR
Belbek Airport,UKS
Quakertown Airport,UKT
Nuku Airport,UKU
Ust-Kut Airport,UKX
Capitan D Daniel Vazquez Airport,ULA
UlÃ©i Airport,ULB
Los Cerrillos Airport,ULC
Prince Mangosuthu Buthelezi Airport,ULD
Sule Airport,ULE
Ulgii Mongolei Airport,ULG
Majeed Bin Abdulaziz Airport,ULH
Ulithi Airport,ULI
Lensk Airport,ULK
New Ulm Municipal Airport,ULM
Buyant-Ukhaa International Airport,ULN
Ulaangom Airport,ULO
Quilpie Airport,ULP
Heriberto GÃ­l MartÃ­nez Airport,ULQ
Gulu Airport,ULU
Ulyanovsk Baratayevka Airport,ULV
Ulusaba Airport,ULX
Ulyanovsk East Airport,ULY
Donoi Airport,ULZ
Punta de Maisi Airport,UMA
Umba Airport,UMC
Uummannaq Heliport,UMD
UmeÃ¥ Airport,UME
Quince Air Base,UMI
Summit Airport,UMM
Woomera Airfield,UMR
Ust-Maya Airport,UMS
Umiat Airport,UMT
Umuarama Airport,UMU
Sumy Airport,UMY
Hotel TransamÃ©rica Airport,UNA
Unguia Airport,UNC
Konduz Airport,UND
Qacha's Nek Airport,UNE
Kiunga Airport,UNG
Union Island International Airport,UNI
Unalakleet Airport,UNK
Ranong Airport,UNN
ÃndÃ¶rkhaan Airport,UNR
Unst Airport,UNT
Dodge County Airport,UNU
Mururoa Atoll Airport,UOA
Buol Airport,UOL
Franklin County Airport,UOS
University Oxford Airport,UOX
Playa Baracoa Airport,UPB
Hasanuddin International Airport,UPG
Upala Airport,UPL
Licenciado y General Ignacio Lopez Rayon Airport,UPN
Upolu Airport,UPP
Upiara Airport,UPR
Upavon Aerodrome,UPV
Uralsk Airport,URA
Urubupunga Airport,URB
ÃrÃ¼mqi Diwopu International Airport,URC
Burg Feuerstein Airport,URD
Kuressaare Airport,URE
Rubem Berta Airport,URG
Uribe Airport,URI
Uray Airport,URJ
Uriman Airport,URM
Urgun Airport,URN
Rouen Airport,URO
Urrao Airport,URR
Kursk East Airport,URS
Surat Thani Airport,URT
Uroubi Airport,URU
Gurayat Domestic Airport,URY
OrÅ«zgÄn Airport,URZ
Concord-Padgett Regional Airport,USA
Malvinas Argentinas Airport,USH
Mabaruma Airport,USI
Usharal Airport,USJ
Usinsk Airport,USK
Useless Loop Airport,USL
Samui Airport,USM
Ulsan Airport,USN
Usino Airport,USO
UÅak Airport,USQ
Ust-Nera Airport,USR
Sancti Spiritus Airport,USS
Northeast Florida Regional Airport,UST
Francisco B. Reyes Airport,USU
Mutare Airport,UTA
Muttaburra Airport,UTB
Soesterberg Air Base,UTC
Nutwood Downs Airport,UTD
Bultfontein Airport,UTE
Quthing Airport,UTG
Udon Thani Airport,UTH
Utti Air Base,UTI
Utirik Airport,UTK
Tunica Municipal Airport,UTM
Pierre Van Ryneveld Airport,UTN
Indian Mountain LRRS Airport,UTO
U-Tapao International Airport,UTP
Uttaradit Airport,UTR
Ust-Tsylma Airport,UTS
K. D. Matanzima Airport,UTT
Ustupo Airport,UTU
Queenstown Airport,UTW
Bugulma Airport,UUA
Ulan-Ude Airport (Mukhino),UUD
Ugnu-Kuparuk Airport,UUK
Baruun Urt Airport,UUN
Yuzhno-Sakhalinsk Airport,UUS
Manumu Airport,UUU
Garner Field,UVA
OuvÃ©a Airport,UVE
Hewanorra International Airport,UVF
El Kharga Airport,UVL
Uvol Airport,UVO
Ware Airport,UWA
Nyala Airport,UYL
Yulin Yuyang Airport,UYN
Uyuni Airport,UYU
Hope Bay Aerodrome,UZM
Urzhar Airport,UZR
Curuzu Cuatia Airport,UZU
Vaasa Airport,VAA
Varrelbusch Airport,VAC
Moody Air Force Base,VAD
Valence-Chabeuil Airport,VAF
Major Brigadeiro Trompowsky Airport,VAG
CapitÃ¡n Av. Vidal Villagomez Toledo Airport,VAH
Vanimo Airport,VAI
Chevak Airport,VAK
ValenÃ§a Airport,VAL
Villa Airport,VAM
Van Ferit Melen Airport,VAN
Suavanao Airport,VAO
Rodelillo Airport,VAP
Varna Airport,VAR
Sivas Nuri DemiraÄ Airport,VAS
Vatomandry Airport,VAT
Vatukoula Airport,VAU
Vava'u International Airport,VAV
"VardÃ¸ Airport, Svartnes",VAW
Ann Airport,VBA
Vandenberg Air Force Base,VBG
Bokpyinn Airport,VBP
Brescia Airport,VBS
Vanua Balavu Airport,VBV
Visby Airport,VBY
Can Tho International Airport,VCA
Victoria River Downs Airport,VCD
Venice Marco Polo Airport,VCE
Valcheta Airport,VCF
Vichadero Airport,VCH
Chu Lai International Airport,VCL
Viracopos International Airport,VCP
Carora Airport,VCR
Co Ong Airport,VCS
Victoria Regional Airport,VCT
Southern California Logistics Airport,VCV
Ovda International Airport,VDA
Leirin Airport,VDB
Hierro Airport,VDE
Dong Hoi Airport,VDH
Vidalia Regional Airport,VDI
Gobernador Castello Airport,VDM
VÃ¢n Äá»n International Airport,VDO
Valle de La Pascua Airport,VDP
Villa Dolores Airport,VDR
VadsÃ¸ Airport,VDS
Vijayanagar Aerodrome (JSW),VDY
Valdez Pioneer Field,VDZ
Venetie Airport,VEE
Maikwak Airport,VEG
Vernal Regional Airport,VEL
General Heriberto Jara International Airport,VER
Barakoma Airport,VEV
Tioga Municipal Airport,VEX
Vestmannaeyjar Airport,VEY
Victoria Falls International Airport,VFA
Vijayawada Airport,VGA
Vologda Airport,VGD
Vigo Airport,VGO
General Villegas Airport,VGS
North Las Vegas Airport,VGT
Villa GarzÃ³n Airport,VGZ
Saurimo Airport,VHC
Vilhelmina Airport,VHM
Culberson County Airport,VHN
Verkhnevilyuisk Airport,VHV
Vichy-Charmeil Airport,VHY
Vahitahi Airport,VHZ
Videira Airport,VIA
Villa ConstituciÃ³n Airport,VIB
Vicenza Airport,VIC
Vienna International Airport,VIE
Vieste Airport,VIF
Juan Pablo PÃ©rez Alfonso Airport,VIG
Rolla National Airport,VIH
Vinh Airport,VII
Virgin Gorda Airport,VIJ
Dakhla Airport,VIL
Vinnytsia/Gavyryshivka Airport,VIN
Viqueque Airport,VIQ
Virginia Airport,VIR
Visalia Municipal Airport,VIS
Vitoria/Foronda Airport,VIT
Viru Harbour Airstrip,VIU
Vivigani Airfield,VIV
Eurico de Aguiar Salles Airport,VIX
Villacoublay-VÃ©lizy (BA 107) Air Base,VIY
Xai-Xai Airport,VJB
Virginia Highlands Airport,VJI
Gurue Airport,VJQ
Rach Gia Airport,VKG
Vnukovo International Airport,VKO
Vicksburg Municipal Airport,VKS
Vorkuta Airport,VKT
Vandalia Municipal Airport,VLA
Valencia Airport,VLC
Valdosta Regional Airport,VLD
Valle Airport,VLE
Villa Gesell Airport,VLG
Bauerfield International Airport,VLI
Volgodonsk Airport,VLK
Valladolid Airport,VLL
Teniente Coronel Rafael PabÃ³n Airport,VLM
Arturo Michelena International Airport,VLN
Vila Rica Airport,VLP
Vallenar Airport,VLR
Valesdir Airport,VLS
Velikiye Luki Airport,VLU
Dr. Antonio NicolÃ¡s BriceÃ±o Airport,VLV
Anglesey Airport,VLY
Villa Reynolds Airport,VME
Dr Juan Plate Airport,VMI
Baimuru Airport,VMU
Saravane Airport,VNA
Venice Municipal Airport,VNC
Vangaindrano Airport,VND
Vannes-Meucon Airport,VNE
Vilnius International Airport,VNO
Vanrook Station Airport,VNR
Lal Bahadur Shastri Airport,VNS
Ventspils International Airport,VNT
Vilankulo Airport,VNX
Van Nuys Airport,VNY
Vodochody Airport,VOD
Volgograd International Airport,VOG
Vohimarina Airport,VOH
Voinjama Airport,VOI
Volk Field,VOK
Nea Anchialos Airport,VOL
Votuporanga Airport,VOT
Voronezh International Airport,VOZ
Ngjiva Pereira Airport,VPE
Vipingo Estate Airport,VPG
VopnafjÃ¶rÃ°ur Airport,VPN
Destin-Ft Walton Beach Airport,VPS
Chimoio Airport,VPY
Porter County Municipal Airport,VPZ
Cecil Airport,VQQ
Vieques Airport,VQS
Antonio Rivera Rodriguez Airport,VQS
Juan Gualberto Gomez International Airport,VRA
Vero Beach Regional Airport,VRB
Virac Airport,VRC
Vredendal Airport,VRE
Varandey Airport,VRI
Varkaus Airport,VRK
Vila Real Airport,VRL
Verona Villafranca Airport,VRN
Kawama Airport,VRO
Roy Otten Memorial Airfield,VRS
Vryburg Airport,VRU
VÃ¦rÃ¸y Heliport,VRY
Carlos Rovirosa PÃ©rez International Airport,VSA
Aerodromo Goncalves Lobato (Viseu Airport),VSE
Hartness State (Springfield) Airport,VSF
Luhansk International Airport,VSG
Stockholm VÃ¤sterÃ¥s Airport,VST
Vitebsk Vostochny Airport,VTB
Wattay International Airport,VTE
Vatulele Airport,VTF
Vung Tau Airport,VTG
Nevatim Air Base,VTM
Miller Field,VTN
Hermanos Ameijeiras Airport,VTU
Vishakhapatnam Airport,VTZ
Alfonso LÃ³pez Pumarejo Airport,VUP
Velikiy Ustyug Airport,VUS
Mvuu Camp Airport,VUU
Mahanoro Airport,VVB
Vanguardia Airport,VVC
Viru Viru International Airport,VVI
VÃ¤stervik Airport,VVK
Las Malvinas/Echarate Airport,VVN
Vladivostok International Airport,VVO
Illizi Takhamalt Airport,VVZ
Lichinga Airport,VXC
SÃ£o Pedro Airport,VXE
VÃ¤xjÃ¶ Kronoberg Airport,VXO
Vryheid Airport,VYD
Vilyuisk Airport,VYI
Illinois Valley Regional Airport-Walter A Duncan Field,VYS
Wales Airport,WAA
Wabag Airport,WAB
Waca Airport,WAC
Andriamena Airport,WAD
Wadi Al Dawasir Airport,WAE
Wana Airport,WAF
Wanganui Airport,WAG
Harry Stern Airport,WAH
Ambalabe Airport,WAI
Wawoi Falls Airport,WAJ
Ankazoabo Airport,WAK
Wallops Flight Facility Airport,WAL
Ambatondrazaka Airport,WAM
Waverney Airport,WAN
Wabo Airport,WAO
Alto Palena Airport,WAP
Antsalova Airport,WAQ
Waris Airport,WAR
Waterford Airport,WAT
Wauchope Airport,WAU
Wave Hill Airport,WAV
Warsaw Chopin Airport,WAW
Zwara Airport,WAX
Greene County Airport,WAY
Warwick Airport,WAZ
"Wahai,Seram Island",WBA
Stebbins Airport,WBB
Wapolu Airport,WBC
Avaratra Airport,WBD
Ankaizina Airport,WBE
Schleswig Air Base,WBG
West Branch Community Airport,WBK
Wapenamanda Airport,WBM
Antsoa Airport,WBO
Beaver Airport,WBQ
Roben Hood Airport,WBR
Boulder Municipal Airport,WBU
Wilkes Barre Wyoming Valley Airport,WBW
Gamboa Airport,WCA
Carosue Dam Airport,WCD
ChaitÃ©n Airport,WCH
Chandalar Lake Airport,WCR
Wadi Ain Airport,WDA
Enid Woodring Regional Airport,WDG
Hosea Kutako International Airport,WDH
Wondai Airport,WDI
Waldron Airstrip,WDN
Barrow County Airport,WDR
Shiyan Wudangshan Airport,WDS
Parker County Airport,WEA
Wedau Airport,WED
Weifang Airport,WEF
Weihai Airport,WEH
Weipa Airport,WEI
RAF West Malling,WEM
Weam Airport,WEP
Wagethe Airport,WET
Wee Waa Airport,WEW
Ketchikan Harbor Seaplane Base,WFB
Fianarantsoa Airport,WFI
Northern Aroostook Regional Airport,WFK
Wagga Wagga City Airport,WGA
Bahawalnagar Airport,WGB
Warangal Airport,WGC
Walgett Airport,WGE
Shaoyang Wugang Airport,WGN
Winchester Regional Airport,WGO
Umbu Mehang Kunda Airport,WGP
Wangaratta Airport,WGT
Wagau Airport,WGU
Wagny Airport,WGY
Hyder Seaplane Base,WHD
Wadi Halfa Airport,WHF
Whakatane Airport,WHK
Welshpool Airport,WHL
Franz Josef Aerodrome,WHO
Whiteman Airport,WHP
Whalsay Airport,WHS
Wharton Regional Airport,WHT
Wuhu Air Base,WHU
Wilbarger County Airport,WIB
Wick Airport,WIC
RAF Wildenrath,WID
Wiesbaden Army Airfield,WIE
Waiheke Reeve Airport,WIK
Nairobi Wilson Airport,WIL
Winton Airport,WIN
Wilcannia Airport,WIO
Wairoa Airport,WIR
Wittenoom Airport,WIT
Witu Airport,WIU
Woja Airport,WJA
General WM J Fox Airfield,WJF
Wajir Airport,WJR
Wonju/Hoengseong Air Base (K-38/K-46),WJU
Wanaka Airport,WKA
Warracknabeal Airport,WKB
Waterkloof Air Force Base,WKF
Hwange (Town) Airport,WKI
Wakkanai Airport,WKJ
Aleknagik / New Airport,WKK
Waikoloa Heliport,WKL
Wakunai Airport,WKN
Abaco I Walker C Airport,WKR
Wallal Airport,WLA
Walcha Airport,WLC
Strother Field,WLD
Miles Airport,WLE
Wellington International Airport,WLG
Walaha Airport,WLH
Selawik Airport,WLK
Wollogorang Airport,WLL
Waterloo Airport,WLO
West Angelas Airport,WLP
Loring Seaplane Base,WLR
Hihifo Airport,WLS
Willows Glenn County Airport,WLW
Mandritsara Airport,WMA
Warrnambool Airport,WMB
Winnemucca Municipal Airport,WMC
Mandabe Airport,WMD
Mount Keith Airport,WME
Ozark Regional Airport,WMH
Modlin Airport,WMI
Meyers Chuck Seaplane Base,WMK
Malaimbandy Airport,WML
Maroantsetra Airport,WMN
White Mountain Airport,WMO
Mampikony Airport,WMP
Mananara Nord Airport,WMR
Zunyi Maotai Airport,WMT
Wamena Airport,WMX
Napakiak Airport,WNA
Windarra Airport,WND
Wenshan Puzhehei Airport,WNH
Matahora Airport,WNI
Wunnumin Lake Airport,WNN
Naga Airport,WNP
Windorah Airport,WNR
Shaheed Benazirabad Airport,WNS
Wanuma Airport,WNU
Wenzhou Longwan International Airport,WNZ
Wonenara Airport,WOA
Woensdrecht Air Base,WOE
Wonken Airport,WOK
Shellharbour Airport,WOL
Wondoola Airport,WON
Wonsan Kalma International Airport,WOS
Wang-an Airport,WOT
Willow Airport,WOW
Cabo 1Â° Juan RomÃ¡n Airport,WPA
Port BergÃ© Airport,WPB
Pincher Creek Airport,WPC
Wrotham Park Airport,WPK
Powell Lake Seaplane Base,WPL
Wipim Airport,WPM
North Fork Valley Airport,WPO
Capitan Fuentes Martinez Airport Airport,WPR
Guardiamarina ZaÃ±artu Airport,WPU
Warder Airport,WRA
Robins Air Force Base,WRB
Whangarei Airport,WRE
Wrangell Airport,WRG
Mc Guire Air Force Base,WRI
Worland Municipal Airport,WRL
Windarling Airport,WRN
Copernicus WrocÅaw Airport,WRO
Warton Aerodrome,WRT
Warrawagine Airport,WRW
Westray Airport,WRY
Weerawila Airport,WRZ
Wasua Airport,WSA
Steamboat Bay Seaplane Base,WSB
Condron Army Air Field,WSD
Washington County Airport,WSG
Brookhaven Airport,WSH
Wiseman Airport,WSM
South Naknek Nr 2 Airport,WSN
Washabo Airport,WSO
Waspam Airport,WSP
Wasior Airport,WSR
Westerly State Airport,WST
Wasu Airport,WSU
Westsound/Wsx Seaplane Base,WSX
Whitsunday Island Airport,WSY
Westport Airport,WSZ
Tambohorano Airport,WTA
Toowoomba Wellcamp Airport,WTB
West End Airport,WTD
Wotje Atoll Airport,WTE
Noatak Airport,WTK
Tuntutuliak Airport,WTL
RAF Waddington,WTN
Wotho Island Airport,WTO
Woitape Airport,WTP
Whiteriver Airport,WTR
Tsiroanomandidy Airport,WTS
Wantoat Airport,WTT
Whitianga Airport,WTZ
Wuhai Airport,WUA
Wudinna Airport,WUD
Wau Airport,WUG
Wuhan Tianhe International Airport,WUH
Murrin Murrin Airport,WUI
Wasum Airport,WUM
Wiluna Airport,WUN
Nanping Wuyishan Airport,WUS
Xinzhou Wutaishan Airport,WUT
Wau Airport,WUU
Wuvulu Island Airport,WUV
Sunan Shuofang International Airport,WUX
Wuzhou Changzhoudao Airport,WUZ
Walvis Bay Airport,WVB
Watsonville Municipal Airport,WVI
Manakara Airport,WVK
Waterville Robert Lafleur Airport,WVL
Wilhelmshaven-Mariensiel Airport,WVN
Wasilla Airport,WWA
Cape May County Airport,WWD
Woodie Woodie Airport,WWI
Wewak International Airport,WWK
Whale Pass Seaplane Float Harbor Facility,WWP
West Woodward Airport,WWR
Newtok Airport,WWT
West Wyalong Airport,WWY
Wanxian Airport,WXN
Whyalla Airport,WYA
Yes Bay Lodge Seaplane Base,WYB
Yengema Airport,WYE
Wyndham Airport,WYN
Yellowstone Airport,WYS
Urad Middle Banner,WZQ
Xinyang Minggang Airport,XAI
Ãlamos Airport,XAL
Serafin Enoss Bertaso Airport,XAP
Aribinda Airport,XAR
SaÃºl Airport,XAU
Blubber Bay Seaplane Base,XBB
Bearskin Lake Airport,XBE
Bogande Airport,XBG
Birjand Airport,XBJ
Biniguni Airport,XBN
Boulsa Airport,XBO
Brockville - Thousand Islands Regional Tackaberry Airport,XBR
Christmas Island Airport,XCH
Cluff Lake Airport,XCL
Chatham Kent Airport,XCM
Colac Airport,XCO
ChÃ¢lons-Vatry Airport,XCR
Charleville-MÃ©ziÃ¨res Airport,XCZ
Dax Seyresse Airport,XDA
Diebougou Airport,XDE
Djibo Airport,XDJ
Xingcheng Air Base,XEN
Grand Geneva Resort Airport,XES
Xiangyang Liuji Airport,XFN
Hamburg-Finkenwerder Airport,XFW
Gaoua Airport,XGA
Gorom-Gorom Airport,XGG
Xangongo Airport,XGN
Kangiqsualujjuaq (Georges River) Airport,XGR
Xichang Qingshan Airport,XIC
Xienglom Airport,XIE
Xinguara Municipal Airport,XIG
Ahmed Al Jaber Air Base,XIJ
Xilinhot Airport,XIL
Xingning Airport,XIN
Ilimanaq Heliport,XIQ
Xi'an Xianyang International Airport,XIY
Al Udeid Air Base,XJD
Mangla Airport,XJM
Kantchari Airport,XKA
Xieng Khouang Airport,XKH
Kasabonika Airport,XKS
Kaya Airport,XKY
Lac Brochet Airport,XLB
Long XuyÃªn Airport,XLO
Saint Louis Airport,XLS
Leo Airport,XLU
Lemwerder Airport,XLW
Maramag Airport,XMA
Mallacoota Airport,XMC
Madison Municipal Airport,XMD
Maubeuge-Ãlesmes Airport,XME
Mahendranagar Airport,XMG
Manihi Airport,XMH
Masasi Airport,XMI
Minlaton Airport,XML
Xiamen Gaoqi International Airport,XMN
Macmillan Pass Airport,XMP
Coronel E Carvajal Airport,XMS
Yam Island Airport,XMY
Northwest Arkansas Regional Airport,XNA
Quáº£ng NgÃ£i Airfield,XNG
Ali Air Base,XNH
Xining Caojiabu Airport,XNN
Xingtai Dalian Airport,XNT
Nouna Airport,XNU
Orange-Caritat (BA 115) Air Base,XOG
Pama Airport,XPA
Pukatawagan Airport,XPK
Coronel Enrique Soto Cano Air Base,XPL
Poplar River Airport,XPP
Pine Ridge Airport,XPR
Quepos Managua Airport,XQP
Qualicum Beach Airport,XQU
RAAF Base Richmond,XRH
Xinbarag Youqi Baogede Airport,XRQ
Ross River Airport,XRR
Jerez Airport,XRY
